Date,mac,signal,vendor
1550575572.79,ac:5f:3e:e8:5a:6f,-18,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575572.9,ac:5f:3e:e8:5a:6f,-15,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575572.9,ac:5f:3e:e8:5a:6f,-15,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575572.9,ac:5f:3e:e8:5a:6f,-14,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.0,ac:5f:3e:e8:5a:6f,-14,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.0,ac:5f:3e:e8:5a:6f,-15,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.11,ac:5f:3e:e8:5a:6f,-15,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.11,ac:5f:3e:e8:5a:6f,-14,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.63,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.73,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.73,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.74,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.83,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.84,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.94,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.94,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.94,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.94,ac:5f:3e:e8:5a:6f,-14,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.94,ac:5f:3e:e8:5a:6f,-22,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.94,ac:5f:3e:e8:5a:6f,-22,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.94,ac:5f:3e:e8:5a:6f,-22,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.94,ac:5f:3e:e8:5a:6f,-22,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.94,ac:5f:3e:e8:5a:6f,-22,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.94,ac:5f:3e:e8:5a:6f,-22,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.95,ac:5f:3e:e8:5a:6f,-22,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.95,ac:5f:3e:e8:5a:6f,-22,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575573.95,ac:5f:3e:e8:5a:6f,-22,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575574.04,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575574.36,ac:5f:3e:e8:5a:6f,-22,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575574.36,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575574.56,ac:5f:3e:e8:5a:6f,-11,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575574.67,ac:5f:3e:e8:5a:6f,-11,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575576.54,ac:5f:3e:e8:5a:6f,-10,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575576.64,ac:5f:3e:e8:5a:6f,-10,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575576.96,ac:5f:3e:e8:5a:6f,-10,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575578.1,ac:5f:3e:e8:5a:6f,-9,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575578.31,ac:5f:3e:e8:5a:6f,-10,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575581.32,ac:5f:3e:e8:5a:6f,-10,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575581.74,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575584.76,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575584.96,ac:5f:3e:e8:5a:6f,-15,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575585.28,ac:5f:3e:e8:5a:6f,-16,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575586.63,ac:5f:3e:e8:5a:6f,-17,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575586.73,ac:5f:3e:e8:5a:6f,-17,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575586.94,ac:5f:3e:e8:5a:6f,-17,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575587.15,ac:5f:3e:e8:5a:6f,-15,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575587.36,ac:5f:3e:e8:5a:6f,-17,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575587.36,ac:5f:3e:e8:5a:6f,-17,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575587.36,ac:5f:3e:e8:5a:6f,-22,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575587.67,ac:5f:3e:e8:5a:6f,-16,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575587.98,ac:5f:3e:e8:5a:6f,-14,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575587.99,ac:5f:3e:e8:5a:6f,-14,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575588.29,da:a1:19:14:47:fb,-48,unknown
1550575588.29,da:a1:19:14:47:fb,-42,unknown
1550575588.3,da:a1:19:14:47:fb,-40,unknown
1550575588.39,da:a1:19:14:47:fb,-38,unknown
1550575588.4,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575588.4,da:a1:19:14:47:fb,-44,unknown
1550575588.81,ac:5f:3e:e8:5a:6f,-11,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575588.81,ac:5f:3e:e8:5a:6f,-11,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575589.12,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575589.44,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575589.65,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575590.16,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575590.37,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575591.0,ac:5f:3e:e8:5a:6f,-18,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575591.31,ac:5f:3e:e8:5a:6f,-16,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575591.62,ac:5f:3e:e8:5a:6f,-15,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575592.35,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575592.35,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575592.35,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575592.35,ac:5f:3e:e8:5a:6f,-34,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575592.35,ac:5f:3e:e8:5a:6f,-30,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575592.35,ac:5f:3e:e8:5a:6f,-34,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575592.35,ac:5f:3e:e8:5a:6f,-30,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575592.87,ac:5f:3e:e8:5a:6f,-14,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575593.8,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575594.64,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575594.95,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575595.47,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575595.57,d4:6a:6a:73:60:0f,-36,"Hon Hai Precision Ind. Co.,Ltd."
1550575595.58,d4:6a:6a:73:60:0f,-40,"Hon Hai Precision Ind. Co.,Ltd."
1550575596.2,d4:6a:6a:73:60:0f,-48,"Hon Hai Precision Ind. Co.,Ltd."
1550575597.34,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575597.34,ac:5f:3e:e8:5a:6f,-11,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575597.55,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575597.86,d4:6a:6a:73:60:0f,-42,"Hon Hai Precision Ind. Co.,Ltd."
1550575597.86,d4:6a:6a:73:60:0f,-42,"Hon Hai Precision Ind. Co.,Ltd."
1550575598.08,d4:6a:6a:73:60:0f,-36,"Hon Hai Precision Ind. Co.,Ltd."
1550575598.17,d4:6a:6a:73:60:0f,-36,"Hon Hai Precision Ind. Co.,Ltd."
1550575598.39,d4:6a:6a:73:60:0f,-42,"Hon Hai Precision Ind. Co.,Ltd."
1550575600.36,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575600.47,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575602.03,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575602.86,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575603.38,ac:5f:3e:e8:5a:6f,-11,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575603.38,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575603.38,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575603.38,ac:5f:3e:e8:5a:6f,-24,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575603.38,ac:5f:3e:e8:5a:6f,-26,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575603.38,ac:5f:3e:e8:5a:6f,-24,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575603.38,ac:5f:3e:e8:5a:6f,-24,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575603.9,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575604.21,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575604.84,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575605.04,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575605.77,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575605.98,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575606.51,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575607.23,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575607.64,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575608.37,ac:5f:3e:e8:5a:6f,-22,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575608.48,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575608.48,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575609.0,da:a1:19:52:85:39,-48,unknown
1550575609.1,da:a1:19:52:85:39,-42,unknown
1550575609.1,da:a1:19:52:85:39,-40,unknown
1550575609.11,da:a1:19:52:85:39,-38,unknown
1550575609.11,da:a1:19:52:85:39,-42,unknown
1550575609.31,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575609.93,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575610.14,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575610.35,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575610.77,ac:5f:3e:e8:5a:6f,-11,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575611.49,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575611.59,ac:5f:3e:e8:5a:6f,-14,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575611.6,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575612.33,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575612.43,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575612.74,ac:5f:3e:e8:5a:6f,-14,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575612.84,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575614.61,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575615.56,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575617.01,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575617.11,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575617.32,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575617.42,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575617.74,ac:5f:3e:e8:5a:6f,-12,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575617.74,ac:5f:3e:e8:5a:6f,-13,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575617.74,ac:5f:3e:e8:5a:6f,-14,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575617.74,ac:5f:3e:e8:5a:6f,-30,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575617.74,ac:5f:3e:e8:5a:6f,-30,SAMSUNG ELECTRO-MECHANICS(THAILAND)
1550575617.74,ac:5f:3e:e8:5a:6f,-30,SAMSUNG ELECTRO-MECHANICS(THAILAND)
